id,title,overview,release_date,vote_average,poster_path,genre_ids
111,스카페이스,"1980년 5월 쿠바가 마리엘 항을 개항하여 반카스트로 지지자들이 미국 플로리다에 입항한다. 토니 몬타나와 마니리베라도 이민 수용소로 보내진다. 3개월 후 마니가 수용소에 있는 레벤가라는 자를 살해해 주면 신분증을 입수해 주겠다는 일을 받아 수용소에 폭동을 일으켜 레벤가를 암살한다. 접시닦이로 근근히 살아가던 토니는 프랭크의 부하로부터 콜롬비아 마약상과의 거래일을 맡았다가 위험천만한 위기를 넘긴다. 그 사건을 계기로, 토니는 프랭크의 신임을 얻고 그의 부하가 되지만, 수 개월 후 결국 자신을 없애려는 프랭크를 죽이고 조직을 장악, 보스 자리에 오르는데...",1983-12-09,8.2,/zx7sXrMISbs8RI4URbjPyKocRgP.jpg,"액션, 범죄, 드라마"
550205,위시 드래곤,요술램프 속 지니? 아니 이 몸은 찻주전자 속의 위시 드래곤이란 말씀. 근데 천 년 만에 만난 주인이 이렇게 순박한 너라니. 한 가지 소원은 아까 들어줬고... 빨리 다음 소원이나 말해봐.,2021-01-15,8,/2sXEC6IJh7F3aHTzItTT3WAPkUH.jpg,"애니메이션, 가족, 코미디, 판타지"
647250,The Machine,,2023-05-25,2,/e0A2P1foD02lxgrF5lFelD47MmU.jpg,"액션, 코미디, 범죄"
879538,크롤스페이스,"오리건 주 깊은 산속에서 제재소를 운영하는 팀 위트너는 직원 제럴드 그리고 블라디미르 등과 함께 불법 벌목으로 많은 돈을 모은다. 러시아 출신 블라디미르를 살해한 전과자 스털링과 둘리는 팀 위트너를 납치해 검은돈을 숨긴 장소를 말하라고 협박한다. 불법 벌목 등을 조사하기 위해 FBI 특별요원 헬런이 파견되고 보안관 히건, 부보안관 조던와 조사를 하는 과정에서 블라디미르의 시신이 발견된다. 한편 아내 캐리, 아기 브룩과 함께 살고 있는 마음씨 좋은 배관공 로버트는 배관 공사를 해준 곳에서 돈을 받지 못해 경제적 어려움에 처해 있다. 어느 날, 파이프 교체를 위해 팀의 외딴 오두막 마루 밑에 있던 로버트는 스털링이 돈을 내놓지 않는 팀을 잔인하게 죽이는 장면을 목격한다. 달아나려다 둘리의 석궁을 맞은 로버트는 다시 좁은 마루 밑으로 들어가 문을 잠근다. 휴대폰도 되지 않는 좁은 공간에 갇힌 로버트는 살아남기 위해 반격을 개시하는데...",2022-03-31,6.5,/yZVByCjWvKdSWcYLacoFmnOoSpm.jpg,스릴러
70981,프로메테우스,"리플리가 노스트로모호를 타고 에일리언과 접촉하기 30여년 전, 과학자 엘리자베스 쇼와 찰리 할러웨이가 스코틀랜드에서 선사시대 벽화를 발견한다. 이 벽화가 인류를 창조한 외계인들의 위치를 나타내는 지도라는 걸 깨달은 그들은 웨일랜드사가 꾸린 팀과 함께 탐사선 프로메테우스호를 타고 우주로 나아간다. 탐사대는 행성에 착륙하자마자 외계인들이 남긴 거대한 피라미드형 유적을 발견하고, 내부에서 죽은 외계인들의 시체와 마주친다. 엘리자베스는 죽은 외계인의 DNA가 인간의 것과 똑같다는 것을 밝혀내는데...",2012-05-30,6.5,/lpgh1NL1w8p4pk96YLHI0UmPE0o.jpg,"SF, 모험, 미스터리"
12155,이상한 나라의 앨리스,"더 이상 소녀가 아닌 19살의 앨리스가 어쩌다 본의 아니게 또다시 들어간 이상한 나라는 예전에 겪었던 그 이상한 나라가 아니다. 십여년 전 홀연히 앨리스가 사라진 후 이상한 나라는 독재자 붉은 여왕이 그녀 특유의 공포 정치로 통치하고 있었던 것. 물론 하얀 토끼와 트위들디와 트위들덤 쌍둥이, 겨울잠 쥐, 애벌레와 음흉하게 웃어대는 체셔 고양이 그리고 미친 모자장수는 붉은 여왕의 공포 정치 속에서도 정신없는 오후의 티타임을 즐기고 있다. 마치 어제 헤어진 친구를 오늘 다시 만난 듯 앨리스의 귀환을 대환영하는 미친 모자장수와 그 친구들. 손가락만큼 작아져버린 앨리스는 모자장수의 정신없는 환대와 붉은 여왕의 공포 정치를 뚫고 이번에도 무사히 집으로 돌아갈 수 있을까?",2010-03-03,6.6,/9PZfYjgz6FeATs3V99FD509KWJf.jpg,"가족, 판타지, 모험"
1113013,Cocaine Bear: The True Story,,2023-04-13,5.4,/oVOzTMjmERFxlvwIIWCB3Tyopfj.jpg,다큐멘터리
565426,내가 사랑했던 모든 남자들에게: P.S. 여전히 널 사랑해,사귀는 척했다. 그런데 이젠 진짜 사귄다! 풋풋한 커플 라라 진과 피터. 하지만 10대의 연애란 한 치 앞도 모르는 것. 라라 진의 편지를 받은 또 다른 남자애가 나타난다.,2020-02-12,6.9,/5gBbuIo884r8KQGh8DAlRTrJ9e7.jpg,"로맨스, 코미디"
1359,아메리칸 사이코,"모든 것에 최고와 최상을 추구하는 패트릭 베이트만. 하버드 MBA출신의 그는 합병회사의 최고경영자이다. 최고급 브랜드의 옷을 입고, 최고급 향수를 뿌리며 아무나 예약할 수 없는 최고급 식당에서 식사를 즐긴다. 패트릭은 자신보다 더 잘나가는 폴이에게 적대감을 느끼고 그를 자신의 집으로 불러들여 살인을 저지른다. 곧 일상으로 복귀한 패트릭은 간밤의 살인은 까맣게 잊은 듯 하다. 그러나 사실 그는 살인에서 묘한 쾌감을 얻었다. 죄책감없이 일상으로 완벽하게 복귀한 듯 보이지만, 그는 어느 새 다른 대상을 물색하는 자신을 본다.",2000-04-13,7.4,/ix9Q7d4IQ329yhsBo7lZ9n9EgIb.jpg,"스릴러, 드라마, 범죄"
209112,배트맨 대 슈퍼맨: 저스티스의 시작,슈퍼맨과 조드 장군의 격렬한 전투 이후 메트로폴리스는 파괴되었고 슈퍼맨은 세계 최고 논쟁의 인물이 되어 버린다. 검증되지 않은 신과 같은 능력을 지닌 슈퍼맨의 등장에 사람들은 두려움에 빠지게 된다. 한편 배트맨은 그 동안 타락했던 많은 자들처럼 슈퍼맨 역시 언젠가 타락을 할 것이라 생각하며 사회에서 가장 위험한 존재로 여긴다. 세계의 미래를 위해 무모하고 제어할 수 없는 힘을 가진 슈퍼맨으로 인해 벌어졌던 일들을 바로 잡으려 한다. 배트맨과 슈퍼맨이 격돌하는 사이 인류를 위협할 새로운 위기가 빠르게 부상하기 시작하는데...,2016-03-23,5.9,/nfdgwCossZkIEEaQ4iR80mX2iR3.jpg,"액션, 모험, 판타지"
928123,장진호지수문교,,2022-02-01,6.8,/ugiL6wIhl1OfPyv1gqLkTe45jLl.jpg,"전쟁, 역사, 액션, 드라마"
68721,아이언맨 3,"어벤저스의 일원으로 활약한 뉴욕 사건 이후, 트라우마로 인해 영웅으로서의 삶에 회의를 느끼는 토니 스타크. 그가 혼란을 겪는 사이 최악의 테러리스트 만다린을 내세운 익스트리미스 집단 AIM이 스타크 저택에 공격을 퍼붓는다. 이 공격으로 그에게 남은 건 망가진 수트 한 벌 뿐. 모든 것을 잃어버린 그는 다시 테러의 위험으로부터 세계와 사랑하는 여인을 지켜내야 하는 동시에 머릿속을 떠나지 않던 한가지 물음의 해답도 찾아야만 한다. 과연 그가 아이언맨인가? 수트가 아이언맨인가?",2013-04-18,6.9,/pGMfidaVkjMVHXNIl7yippnipFT.jpg,"액션, 모험, SF"
568160,날씨의 아이,"고등학교 1학년 여름. 외딴 섬에서 가출해, 도쿄에 온 호타카. 그러나 생활은 곧 곤란해졌고, 고독한 나날의 끝에 겨우 찾아낸 일은, 수상한 오컬트 잡지의 작가 일이었다. 그의 앞날을 시사하는 듯, 연일 쏟아지는 비. 그런 가운데, 잡담으로 북적거리는 도시 한 편에서, 호타카는 한 소녀를 만난다. 어떤 사연을 안고, 남동생과 둘이서 밝고 씩씩하게 사는 소녀, 하루나. 그녀에게는, 이상한 능력이 있었다.  ""저기, 지금부터 맑아질 거야."" 조금씩 비가 그치고, 아름답게 빛나는 거리. 그것은 기도하는 것만으로, 하늘을 맑게 하는 힘이었다.",2019-06-19,8,/qPlVKyYsmBTX6HCRcLhO802QMbc.jpg,"애니메이션, 드라마, 판타지, 로맨스"
532408,부기맨,엄마의 죽음으로 슬픔에 잠겨있는 자매에게 무시무시한 초자연적 존재 '부기맨'이 나타나면서 벌어지는 일을 그린 영화,2023-06-01,0,/gOIbC9Kd0szndrAeEaCwVM4u3rm.jpg,"공포, 미스터리"
13186,데드 캠프 2,리얼리티 서바이벌 TV프로그램에 출연하게 된 6명의 남녀와 방송관계자들이 산속에서 사람들을 잡아 먹고 사는 살인마 가족들을 피해 고군분투하는 내용을 다룬 영화이다.,2007-08-25,6,/g3ivyNtj5GjoZ5lHqzEIjY7Jhxt.jpg,"공포, 스릴러"
107406,Quando l'amore è oscenità,,1980-02-14,7,/gIEqumdBvEBGZXPvAAuPHu8Z8r2.jpg,드라마
899579,데어즈 섬씽 롱 위드 더 칠드런,"마거릿과 벤은 친구 엘리와 토머스 그리고 자녀 루시, 스펜서와 함께 주말여행을 떠난다. 숲 속으로 하이킹을 떠난 마거릿 일행은 깊은 구덩이가 있는 버려진 요새를 발견한다. 루시와 스펜서는 어두운 구덩이를 가리키며 '빛나는 곳'이라는 수수께끼 같은 말을 한다. 마거릿과 벤은 엘리와 토머스 부부의 관계 회복을 위해 아이들을 대신 봐주기로 한다. 다음 날, 루시와 스펜서가 오두막에서 깜쪽같이 사라지고 벤은 요새에서 무엇에 홀린 듯 구덩이로 뛰어내리는 아이들을 목격한다. 하지만 루시와 스펜서가 엘리의 오두막에서 나오며 아무 일도 없었다는 듯 뛰어논다. 벤은 요새에서 있었던 일을 마거릿에게 말하지만, 마거릿은 조울증으로 신경 안정제를 먹고 있는 벤의 환상일 뿐이라고 생각한다. 무언가 이상해진 루시는 벤에게 게임을 제안하며 불안을 가중시킨다. 마침내 분노가 폭발한 벤은 아이들에게 비이성적으로 화를 내고 그로 인해 두 커플은 말해서는 안 되는 서로의 비밀을 폭로하며 싸우게 되는데...",2023-01-17,6,/e49Sr3Lxfk2psYhv1SzQjs7MeGo.jpg,"공포, 미스터리, 스릴러"
366672,블레이드 퍼피 워리어,고양이로 가득한 마을에서 위대한 워리어가 되는 꿈을 가진 사냥개 행크가 자신의 운명을 찾아 떠나는 이야기,2022-07-14,6.8,/qXiIWXlDld14EBgcwlzzvi89y0g.jpg,"애니메이션, 액션, 모험, 코미디, 가족, 서부"
10191,드래곤 길들이기,"바이킹의 세계, 절대 친구가 될 수 없는 둘이 만났다?  용맹한 바이킹과 사나운 드래곤들의 싸움이 끊이지 않는 버크섬.  바이킹 족장의 아들 ‘히컵’은 드래곤 사냥에 소질 없는 마을의 사고뭉치. 어느날 그는 부상 당한 드래곤 ‘투슬리스’를 구하게 되고, 아무도 몰래 그를 돌본다. 서로를 알아가며, 드래곤들의 친구가 된 ‘히컵’. 그들과의 새로운 생활을 만끽하던 ‘히컵’은 드래곤들의 위험한 비밀을 알게 되는데…  불멸의 드래곤과 바이킹족 이단아의 만남!  2010년 5월, 그들의 스펙터클한 모험이 시작된다!",2010-03-18,7.8,/5JtTkNwOeztwfCPv965e9bZi6G3.jpg,"판타지, 모험, 애니메이션, 가족"
505292,어린 누나,"看黄片 网祉 【 4ｈhｘ. cｏm】  看黄片 网祉 【 4ｈhｘ. cｏm】  看黄片 网祉 【 4ｈhｘ. cｏm】  看黄片 网祉 【 4ｈhｘ. cｏm】  看黄片 网祉 【 4ｈhｘ. cｏm】  看黄片 网祉 【 4ｈhｘ. cｏm】  看黄片 网祉 【 4ｈhｘ. cｏm】 어린 시절 친남매처럼 자란 사촌 사이던 은정과 태수.  20년이 흘러서 은정은 시나리오 작가로 활동하고 있다. 태수는 마음속에  담고 있던 사촌 누나 은정을 짝사랑 하던 것을 생각해 내고 사업구상을  핑계로 사촌누나 은정의 집으로 찾아온다.  하지만, 은정의 집에는 은정의 친구이자 보조 작가인 미란이 함께 있었고  세 사람의 미묘한 동거가 시작되는데...",2018-03-15,0,/e2uKsBgakda3XyHKCLPcUfKsmFw.jpg,로맨스
281957,레버넌트: 죽음에서 돌아온 자,"서부 개척시대 이전인 19세기 아메리카 대륙, 전설적인 모피 사냥꾼인 휴 글래스 는 아들 호크를 데리고 동료들과 함께 사냥하던 중 회색곰에게 습격 당해 사지가 찢긴다. 하지만 돈에 눈이 먼 비정한 동료 존 피츠 제럴드 는 아직 살아 있는 휴를 죽이려 하고, 아들 호크가 이에 저항하자 호크마저 죽인 채 숨이 붙어 있는 휴를 땅에 묻고 떠난다. 눈 앞에서 하나뿐인 아들의 죽음을 목격한 휴는 처절한 복수를 위해 부상 입은 몸으로 배신자 존 피츠제럴드의 뒤를 쫓아 300km가 넘는 광활하고 거친 야생에서 인간의 한계에 도전하는데...",2015-12-25,7.5,/p1SlVBoMxrQZrlyDPjYvG0OICwl.jpg,"서부, 드라마, 모험"
424,쉰들러 리스트,"2차 세계대전 당시 독일군이 점령한 폴란드. 시류에 맞춰 자신의 성공을 추구하는 기회주의자 쉰들러는 유태인이 경영하는 그릇 공장을 인수한다. 그는 공장을 인수하기 위해 나찌 당원이 되고 독일군에게 뇌물을 바치는 등 갖은 방법을 동원한다. 그러나 냉혹한 기회주의자였던 쉰들러는 유태인 회계사인 스턴과 친분을 맺으면서 냉혹한 유태인 학살에 대한 양심의 소리를 듣기 시작한다. 마침내 그는 강제 수용소로 끌려가 죽음을 맞게될 유태인들을 구해내기로 결심하고, 독일군 장교에게 빼내는 사람 숫자대로 뇌물을 주는 방법으로 유태인들을 구해내려는 계획을 세우는데...",1993-12-15,8.6,/oyyUcGwLX7LTFS1pQbLrQpyzIyt.jpg,"드라마, 역사, 전쟁"
12092,이상한 나라의 앨리스,"나른한 여름 오후, 언니가 읽어주는 역사 얘기를 들으며 졸고 있던 꼬마 소녀 앨리스는 하얀 토끼가 뛰어가는 걸 보고 뒤를 쫓아간다. 토끼 구멍 속으로 따라 들어가 보니 그곳은 완전히 신비한 세계다. 작은 문의 손잡이는 말을 하고, 테이블 위의 약병을 마시니까 앨리스는 병속에 들어 갈 정도로 아주 작아져서, 자기가 흘렸던 눈물의 파도를 타고 열쇠 구멍을 지나간다. 앨리스가 도착한 곳에서는 뱃사람 도도를 비롯한 한 떼의 무리가 파도치는 바닷가를 달리며 젖은 몸을 말리자는 노래를 부르고 있었다. 물 속에서 아무리 빙글빙글 돌아봤자 몸은 마르지 않는다고 얘기를 해 봐도 듣지 않는데...",1951-07-28,7.2,/l6n36WrAYEwev7ClKBXK1lw8jQb.jpg,"애니메이션, 가족, 판타지, 모험"
960700,강철의 연금술사 완결편: 복수자 스카,이마에 커다란 흉터가 있는 단독 연쇄 살인범. 지금 엘릭 형제 앞에 사상 최강의 적이 나타난다. 《강철의 연금술사》 실사 영화 완결편 2부작 중 첫 번째 작품.,2022-05-20,6.8,/epyZbxy59fLsYv7x2nsnuNT6qvt.jpg,"판타지, 액션, 모험"
640,캐치 미 이프 유 캔,"1965년, FBI를 발칵 뒤집는 사건이 발생한다. 파일럿을 가장해 모든 비행기에 무임승차는 기본, 50개 주 은행을 순회하며 무려 140만 달러를 횡령한 희대의 사기꾼이 나타난 것. 21년 경력의 FBI 최고의 요원 칼 핸러티가 프랭크의 뒤를 쫓고, 드디어 프랭크의 호텔방을 덮친다. 하지만 칼과 마주친 프랭크는 정부 비밀요원으로 둔갑, 증거물을 챙긴다며 위조수표를 챙겨 들고 여유롭게 빠져나온다. 뒤늦게 자신이 속았음을 깨달은 칼은 자존심 회복을 결심한다. 그리고 마침내 찾은 프랭크의 가족. 하지만 자신을 속인 프랭크가 겨우 17살의 고등학생이라는 사실을 알게 되는데...",2002-12-16,8,/1q4rV06m6PginBB4nAgYcG48Oik.jpg,"드라마, 범죄"
949,히트,"닐 맥컬리(로버트 드 니로)는 빈틈없고 치밀하게 일을 처리하는 프로 범죄자지만 따뜻한 가정의 온기를 동경한다. 반면 LA 경찰국 강력계 수사반장인 빈센트 한나(알 파치노)는 두 번의 이혼 경력에 이어 세 번째 결혼마저 위기를 맞은 불안정한 사생활의 소유자지만, 일에 있어서는 굶주린 짐승처럼 집요하게 쫓아가 결국에는 해결을 보고 만다. 닐과 그의 동료들이 특급우편 발송 차량을 습격하는 대규모 도난 사건을 일으켜 증권 투자사 간부의 고액 채권을 강탈한다. 사건 발생 직후부터 빈센트는 예리한 추리력으로 한걸음씩 닐에게 접근해간다. 닐 역시 빈센트의 추격을 눈치채는데...",1995-12-15,7.9,/p0uAcyDgBXtCSXZdnacwr9OGcIH.jpg,"액션, 범죄, 드라마, 스릴러"
298191,Liao zhai: Hua nong yue,,1991-01-01,5.5,/jqcoVHn983shN0ChOfO18BWQqpZ.jpg,판타지
228967,인터뷰,북한의 지도자의 인터뷰를 하기 위해 떠나는 토크쇼 사회자와 프로듀서에게 암살의 제의가 들어오면서 벌어지는 코미디.,2014-12-25,6.2,/tIDC4xT65l7a8qbgg8GvwD5g8c5.jpg,"액션, 코미디"
390845,맛있는 비행,"홍콩(?)행 기내 서비스가 시작됩니다! 광활한 창공에서 펼쳐지는 리얼 19금 연애담! 청순가련의 대명사였지만 아이돌과의 섹스 스캔들로 도망친 여배우, 그녀의 모든 커리어를 망쳐 버린 발랑 까진 아이돌, 그녀에게 절대 충성하는 열혈 매니저, 그리고 이제는 섹시한 승무원이 된 매니저의 전 여친까지! 절대 만나선 안 될 네 사람이 비행기 안에서 마주쳤다. 도망칠 수 없는 그곳에서 지나치게 발칙하고 지독하게 화끈한 로맨스가 펼쳐진다.",2015-11-01,4,/xLZQdhtdQasK2LwD86xhwe19pYG.jpg,로맨스
262500,인서전트,"‘지식’ 에러다이트, ‘용기’ 돈트리스, ‘평화’ 애머티, ‘정직’ 캔더, ‘이타심’ 애브니게이션. 다섯 개의 분파로 사람들을 구분해 통제하는 미래사회. 그러나 이 다섯 분파에 모두 속하는 동시에 또한 속하지 않는 ‘다이버전트’가 있었다. 이들 다이버전트들이 정부로부터 사회체제를 와해시킬 위험한 부류로 지목되면서 특별한 운명을 지닌 ‘트리스’(쉐일린 우들리) 역시 도망자의 신세가 된다.  최고 권력자 ‘제닌’(케이트 윈슬렛)의 음모였지만 자신 때문에 엄마와 아빠, 친구를 잃었다는 슬픔에서 분노로 가득한 트리스. 함께 도망친 연인 ‘포’(테오 제임스)와 정부의 정책에 반기를 들고 분파체제를 거부한 무분파들을 만나 반란군 ‘인서전트’를 조직해 전쟁을 시작한다.  한편, 제닌은 그들 세계의 비밀을 품고 있는 상자를 찾는다. 창시자들의 메시지가 담긴 이 상자는 특별한 다이버전트가 다섯 분파를 상징하는 다섯 가지 시뮬레이션 테스트를 통과해야만 열리고, 트리스는 모든 사람들을 위해 위험한 선택을 하는데…",2015-03-18,6.4,/cCLqWIcpko8soE8rW14KpZ6gu3r.jpg,"액션, 모험, SF, 스릴러"
9552,엑소시스트,"노신부 메린(막스 본 시도우 분)은 이라크 북부에서 고분을 발굴하다 이상한 조각을 발견한다. 악마를 상징하는 그 조각에 노신부는 불안해 한다. 한편, 미국 조지타운에 사는 인기 여배우 크리스 멕네일(엘런 번스타인 )는 어느 날 밤 딸 레건(린다 블레어)의 방에서 이상한 소리를 듣고 쥐가 있는 것 같다며 운전 기사 칼(루돌프 쉰들러)에게 쥐덫을 놓도록 한다. 이어 딸 레건에게서 이상한 증세가 나타나기 시작하자 크리스는 레건을 데리고 병원을 전전하지만 병명조차 알아내지 못한 채 증세는 점점 악화된다. 그 와중에 크리스의 애인이 레건을 간호하던 중 변사체로 발견되는가 하면 조그맣고 귀엽던 레건의 얼굴이 무섭고 흉측한 악령의 모습으로 변하며 ""그리스도가 나를 범하고 있다""라고 외치며 자해를 하는 사건이 연이어 벌어진다. 크리스는 지푸라기라도 잡는 심정으로 젊은 카라스 신부(제이슨 밀러)를 찾아가 악마를 내쫓는 엑소시즘 의식을 부탁한다. 결국 카라스 신부는 엑소시즘의 경험이 있는 노신부 메린에게 도움을 청하고 둘은 레건에게서 악령을 몰아내는 의식을 집행하기에 이른다. 그러나 악령은 쉽게 물러나지 않고, 악마와 메린 신부의 처절한 사투가 시작되는데…",1973-12-26,7.7,/1Y0h6vedMbWPJNzqBnRkik16MO4.jpg,공포
140300,쿵푸팬더 3,"어느 날 우연히 어린 시절 잃어버렸던 진짜 팬더 아버지를 만난 포는 아버지 리와 함께 팬더들이 어울려 사는 비밀스러운 팬더 마을로 향한다. 자신 못지 않게 여유와 흥 넘치는 팬더들과 즐거운 시간을 보내는 포. 하지만 모든 쿵푸 마스터들을 제압하며 전세계를 위협하는 악당 카이의 등장으로 포는 예상치 못했던 불가능한 도전에 맞닥뜨리게 된다. 놀기 좋아하고, 먹는 게 행복이며, 덤벙대는 게 특기인 팬더 친구들에게  궁극의 쿵푸를 전수해야 하는 것.  쿵푸 훈련법 마스터에 나선 포의 팬더 인생 최대의 도전이 시작된다.",2016-01-23,6.9,/vMaqgPgMhO1XvwzoEAurUKVQJNV.jpg,"액션, 모험, 애니메이션, 코미디, 가족"
897192,윔피 키드: 로드릭 형의 법칙,소심한 말썽꾸러기 중학생 그레그 헤플리. 언제나 자신을 골탕 먹일 궁리만 하는 형 로드릭 때문에 인생이 고달프기 짝이 없다. 그래도 미우나 고우나 형은 형. 부모님 없는 집에서 둘이서 주말을 무사히 보내고 '로드릭 형의 법칙'까지 지키면 헤플리 형제에게도 돈독한 우애라는 것이 생기겠지?,2022-12-02,7.1,/5lR8wWs3nkQZ1Fx1xHBM2SwUCNi.jpg,"애니메이션, 코미디, 가족"
648579,미친 능력,"이번에는 진짜 제대로 컴백?  왕년에 잘나가던 슈퍼스타에서 누구에게도 인정받지 못하는 빚쟁이 신세가 된 ‘닉 케이지’  그런 그에게 생일 파티 참석을 조건으로 기꺼이 백만 달러를 주겠다는 슈퍼팬 ‘하비’(페드로 파스칼)가 등장한다.  스타로서의 자존심과 어마어마한 제안 사이에서 갈등하던 ‘닉 케이지’는 결국 생일 파티가 열리는 곳으로 향한다.  도착과 동시에 초호화 환대를 받고 행복한 휴양을 보내던 그는 의문의 CIA로부터 납치되고, ‘하비’가 악명 높은 수배범인 사실을 듣게 된다.  CIA로부터 가족을 빌미로 위험한 미션을 강요받은 ‘닉 케이지’는 설상가상 예기치 못한 사건들에 휘말리게 되는데…",2022-04-20,6.8,/5x5bPbnW9bS2QbNnc7bjmljuS14.jpg,"액션, 코미디, 범죄"
343668,킹스맨: 골든 서클,"철저하게 비밀에 둘러싸인 채 세상을 안전하게 지키는 임무를 수행해온 독자적인 국제 정보 조직 킹스맨. 그러나 어느 날 국제적 범죄조직 골든 서클에 의해 킹스맨 본부가 무참히 파괴된다. 에그시(태런 에저튼)와 멀린(마크 스트롱)은 킹스맨 ‘최후의 날’ 규약에 따라 발견된 위스키 병에서 ‘미국 켄터키’라는 키워드를 얻게 되고, 그 곳에서 형제 조직인 스테이츠맨의 존재를 알게 된다. 전 세계를 장악하기 위해 위협적인 비지니스를 추진 중인 골든 서클과 수장 포피(줄리안 무어). 이들의 계획을 막기 위한 킹스맨과 스테이츠맨의 작전이 시작된다.",2017-09-20,7,/rn7A2OipBl2560Nq3sUXPnFfhhu.jpg,"액션, 모험, 코미디"
75780,잭 리처,"도심 한복판, 6발의 총성과 함께 5명의 시민이 살해되는 사건이 벌어진다.  현장의 모든 증거들이 한 남자를 유일한 용의자로 지목하지만,  그는 자백을 거부한 채 ‘잭 리처를 데려오라’는 메모만을 남긴다.  전직 군 수사관 출신이지만 실제 정체를 아는 이는 누구도 없는 의문의 남자 ‘잭 리처’.  마침내 모습을 드러낸 그는 모든 정황이 완벽해 보이는 사건에 의문을 품고  홀로 진실을 추적하기 위해 나서는데…!  법의 한계를 넘어선 자, ‘잭 리처’  이제 그의 심판이 시작된다!",2012-12-20,6.6,/nYk7lUbEzolTxxMKdrWiPKAwdWT.jpg,"범죄, 드라마, 스릴러, 액션"
44918,타이타닉 2,"타이타닉호 침몰이 있은 후 백 년 뒤, 예전의 타이타닉호 보다 한층 고급스럽고 거대한 최첨단 선박이 타이타닉 2호라는 이름으로 만들어진다. 타이타닉호가 침몰한 지 정확히 100년이 되는 날에 맞춰 대서양을 횡단하는 항해를 축하하는 승선식을 가진다. 하지만 기념일에 완공식을 맞추기 위한 무리한 진행으로 엔진 장착과 안전 심의 기준을 완전히 충족시키지 못한 채 출항을 하게 된다. 때마침 빙하가 갈라지면서 거대 쓰나미가 대서양을 덮치게 되는데... 타이타닉 2호의 운명은 타이타닉호의 운명을 답습할 것인가?",2010-08-07,4.9,/cfpQjolsym7ruIstfC7RSGwHiEO.jpg,"액션, 모험, 스릴러"
2758,아담스 패밀리 2,"아담스 가족에게 새 아기가 태어나자 누나 웬즈데이와 형 퍽슬리는 고심한다. 한 집에 아이가 셋까지는 필요없다면서 계속 동생을 없애려 하는 것이다. 하지만 아기를 돌봐줄 유모를 고용하기로 결정이 난다. 유모가 집으로 오기로 한 날, 아담스의 형인 페스티는 유모 데비에게 첫눈에 반하고 우여곡절 끝에 두 사람은 결혼하게 된다. 그러나 데비는 부잣집 남자만 골라 결혼한 뒤, 첫날밤을 치른 후 살해하는 '검은 이끼거미'라 불리는 살인마였다.  살인계획을 진행하던 데비는 자신을 의심하는 웬즈데이와 퍽슬리를 강제로 청소년 캠프로 보내고, 사랑의 노예가 되어버린 폐스티는 데비의 꾀임에 빠져 가족들과 인연을 끊고 지낸다. 그러나 우연히 데비의 본색을 알게 된 페스티는 가족에게로 돌아오지만, 이미 데비가 아담스의 집으로 먼저와 아담스 집안의 모든 가족을 죽이려 하는데.",1993-11-19,7,/8znyj20O3EYLD2EzWnZQMnkE4zH.jpg,"코미디, 가족, 판타지"
10527,마다가스카 2,"마다가스카 섬에서 좌충우돌 모험을 끝낸 뉴요커 4인방 사자 알렉스(벤 스틸러), 얼룩말 마티(크리스 락), 기린 멜먼(데이빗 쉼머), 하마 글로리아(제이다 핀켓 스미스)는 펭귄 특공대가 제작한 비행기 ‘에어 펭귄’을 타고 뉴욕으로 컴백하던 중 또 다시 미지의 세계에 불시착하게 된다. 이번에는 말로만 듣던 진짜 生 야생 ‘아프리카’! 그들은 각자 헤어졌던 가족, 새친구, 연인을 만나 生 야생에 적응해간다. 그러던 중, 평화롭던 아프리카에 가뭄이 찾아오고 뉴요커 4인방은 혼란에 빠진 아프리카를 구하기 위해 뭉치는데…  과연 함께해도 모자란 이들이 위기의 아프리카를 구할 수 있을까?  그리고 아프리카를 탈출해 무사히 집으로 돌아갈 수 있을까?",2008-10-30,6.5,/9Yk2lAIye5TUBuibD2EYZGYqhz3.jpg,"가족, 모험, 애니메이션, 코미디"
617502,졸트,"사랑하는 남친을 잃은 그녀. 더 이상의 통제는 필요 없다. 제대로 돌아버린 자. 그녀의 숨은 능력이 깨어난다! 10월, 백만 볼트 짜릿한 액션이 시작된다!",2021-07-15,6.6,/xLc5dIdvRkMe9xVtnSB6aknD4sz.jpg,"액션, 스릴러"
297270,팅커벨 6: 네버비스트의 전설,"팅커벨이 또 하나의 가슴 따뜻한 이야기로 돌아왔다. 픽시 할로우의 오래된 전설이 팅크와 팅크의 친구 폰의 궁금증을 불러 일으키던 중, 엄청난 덩치에 위협적으로 보이는 녹색 눈의 야수를 만난 폰은 그와 친구가 되지만, 픽시 할로우에서는 그를 위협적인 존재로 보고 경계하기 시작한다. 환영받지 못하는 야수를 보호하면서 폰은 팅커벨을 포함한 친구들에게 네버비스트가 절대 위협적인 존재가 아님을 모두에게 알리고 그를 지켜내야만 한다!",2014-12-12,7.2,/3S0mmmpYStB3GqodRghcfOt81wQ.jpg,"모험, 애니메이션, 가족"
